src_id,dst_id,src_type,dst_type,distance,speed,density,queue,SNR_db,link_type,blockage_prob,label
1,104,1,2,318.726283931956,1.22224611003967,0.2,13,13.664323573484,2,0,1
2,89,1,1,481.008317905915,24.7492937713692,0.2,6,5.61540731285262,2,0,0
101,9,2,1,66.8349163982617,16.4372011858071,0,7,10.604579982575,2,0,1
4,47,1,1,256.609099047087,19.7777491008496,0.2,3,18.2637805355806,2,0,1
101,103,2,2,244.512702847627,19.2644507888122,0,0,-4.85764620152102,2,0,0
6,104,1,2,296.163449102092,9.69469780023402,0.24,20,18.910524281009,2,0,0
104,82,2,1,143.564084228297,13.9632342803949,0,5,18.5198172728028,2,0,1
8,104,1,2,281.485165846111,29.3825442766741,0.26,20,23.4938945000279,2,0,1
104,46,2,1,80.9273502715534,19.9943534657226,0,10,37.2993953825595,2,0,1
10,104,1,2,277.310423170369,2.99366316000862,0.26,7,23.6759228547495,2,0,1
103,2,2,1,271.796131773959,14.0815953619845,0,2,20.9856365444901,2,0,1
102,64,2,1,104.74938549353,5.16488776597917,0,5,23.8808882835457,2,0,1
13,35,1,1,127.685397677981,36.1549087022112,0.2,11,-8.01004787660692,1,0.999999997169746,0
14,13,1,1,7.74797156297109,31.4269036497273,0.19,15,45.401579262245,1,0,1
104,103,2,2,48.5516229909167,1.22155919709728,0,3,33.0086033245734,2,0,1
16,104,1,2,233.175805707495,33.8901340628557,0.2,6,19.2156606831635,2,0,1
17,3,1,1,91.549643979331,31.2539141016322,0.17,20,-8.69478757892288,1,0.999999982932971,0
18,37,1,1,100.766987753711,7.2555022900125,0.17,16,-12.0390833676638,1,0.99999994121876,0
19,29,1,1,48.7796779562073,34.7106277190547,0.19,12,5.18412912321666,1,0.999558815047129,0
20,104,1,2,214.240141361159,20.974420518942,0.19,10,20.1013188816498,2,0,1
21,62,1,1,224.196481688936,31.4004504786024,0.19,8,23.1203798804146,2,0,1
22,7,1,1,82.0710114069969,34.8479949970247,0.18,7,32.2364105960279,2,0,1
104,101,2,2,292.985050431332,2.48594446971089,0,8,26.9623008008853,2,0,1
103,102,2,2,10.2959696629349,10.4613084953824,0,3,40.0490326392138,2,0,1
102,101,2,2,239.888468699178,10.8710572222798,0,9,10.5426697053135,2,0,1
26,75,1,1,275.60516434718,16.6097473354655,0.17,0,25.7734688919795,2,0,1
27,101,1,2,138.297919276506,31.8116853414303,0.19,3,30.7528132728662,2,0,1
103,101,2,2,244.512702847627,8.0170283352728,0,5,17.7285219563748,2,0,1
29,102,1,2,130.780485248271,0.270360631768527,0.19,12,28.6477413115559,2,0,1
104,6,2,1,296.163449102092,10.3767611425214,0,6,24.2848180703932,2,0,1
31,102,1,2,115.998586747822,16.2326501224525,0.19,8,32.1018385575644,2,0,1
32,92,1,1,178.925685970066,8.63752596275062,0.18,3,23.9386336393276,2,0,1
101,103,2,2,244.512702847627,8.29248247454047,0,0,12.8513165893115,2,0,1
34,101,1,2,180.892702747844,13.1294788879189,0.16,11,16.4923353915164,2,0,1
35,102,1,2,98.5187771284095,36.6687107077091,0.16,4,27.7133611239617,2,0,1
36,11,1,1,129.818614077252,12.5690029119183,0.16,10,-15.9462064151901,1,0.999999999808698,0
37,101,1,2,187.636363349246,20.1751908455753,0.16,4,21.2241128214332,2,0,1
38,104,1,2,118.774298757582,27.3396261792569,0.17,11,22.6943325362387,2,0,1
39,104,1,2,117.073692683287,14.1411512036392,0.17,14,34.6197325160302,2,0,1
40,84,1,1,250.394442260688,37.7915254391485,0.18,2,2.69137362946205,2,0,0
101,103,2,2,244.512702847627,11.5303295102851,0,3,11.2889219717934,2,0,1
103,92,2,1,274.658426294105,12.0103372086731,0,7,16.8566973901245,2,0,1
43,101,1,2,233.816681768859,19.337441895815,0.21,10,18.1388112777035,2,0,1
44,60,1,1,76.0166510893897,11.700823159541,0.21,16,-0.61998805070674,1,0.999999098057475,0
45,104,1,2,82.4930875951439,11.0771303369015,0.21,12,24.9473148197492,2,0,1
102,103,2,2,10.2959696629349,3.70265857677239,0,5,43.757568516757,2,0,1
104,101,2,2,292.985050431332,3.61150690254667,0,6,12.8133844733333,2,0,1
48,102,1,2,68.9087597259642,19.5486286811224,0.19,19,20.6989355513288,2,0,1
101,104,2,2,292.985050431332,17.494033453684,0,5,-8.71629126852572,2,0,0
50,29,1,1,126.15280224708,10.8362513869793,0.19,17,-13.2455152975198,1,0.999999988103078,0
51,104,1,2,67.4977754991151,35.3214511209254,0.19,20,33.5380426032451,2,0,0
52,78,1,1,149.920221486936,9.31629574816004,0.2,16,-24.9031673248284,1,0.999999999937767,0
101,103,2,2,244.512702847627,4.47635229645246,0,5,28.2931411949386,2,0,1
54,26,1,1,142.446984457516,19.0342740107941,0.2,8,-10.3891622401218,1,0.999999999993664,0
55,103,1,2,61.6075413715671,38.33085099319,0.19,8,38.3718296978986,2,0,1
101,82,2,1,429.913251271441,6.70237708518284,0,8,8.22469948854428,2,0,0
57,103,1,2,65.7549053096191,26.1386046213397,0.22,16,22.1277429802043,2,0,1
58,101,1,2,287.512442504959,29.6185405961168,0.22,12,15.5811409908142,2,0,1
101,78,2,1,411.123300974467,0.442471030579945,0,3,11.3169841057442,2,0,1
60,103,1,2,82.5191404359841,28.319524668239,0.19,20,41.5663742056687,2,0,0
101,102,2,2,239.888468699178,4.26209408050167,0,0,11.8726954824484,2,0,1
62,103,1,2,90.5884341467981,24.5896711897503,0.16,8,22.5791450382883,2,0,1
63,102,1,2,100.948795188984,24.6372665295903,0.16,3,16.753833431298,2,0,1
64,61,1,1,12.6145629738623,20.8356821584628,0.16,1,43.9239117521488,1,0.623399629147162,1
65,101,1,2,331.322510057733,3.51126883544921,0.15,1,17.1635790229934,2,0,1
66,8,1,1,311.197479164764,32.4839859395815,0.15,14,8.72965444553124,2,0,0
67,101,1,2,343.947649191186,12.4747803044564,0.15,5,-0.590700231193564,2,0,0
68,101,1,2,345.030457821786,7.253497626661,0.16,9,18.2376407134861,2,0,1
103,101,2,2,244.512702847627,9.96391432906278,0,6,1.87295630659283,2,0,0
70,87,1,1,105.363381347033,22.9791700128761,0.17,3,-6.40813773921549,1,0.999999625288839,0
